t,x,tau
3560,1.141232392,30
3561,1.16666514,30
3562,1.192539051,30
3563,1.217451685,30
3564,1.240143566,30
3565,1.259588574,30
3566,1.275048098,30
3567,1.286110775,30
3568,1.292717455,30
3569,1.295166663,30
3570,1.294104967,30
3571,1.2905105,30
3572,1.285672867,30
3573,1.281161278,30
3574,1.278752145,30
3575,1.2802477,30
3576,1.287042907,30
3577,1.299181231,30
3578,1.313702541,30
3579,1.323501537,30
3580,1.320524071,30
3581,1.30222588,30
3582,1.272246483,30
3583,1.235911824,30
3584,1.197240208,30
3585,1.158349409,30
3586,1.119802266,30
3587,1.081131638,30
3588,1.041359001,30
3589,0.999476083,30
3590,0.954845968,30
3591,0.90743863,30
3592,0.857835635,30
3593,0.807037423,30
3594,0.756197046,30
3595,0.70640188,30
3596,0.658553896,30
3597,0.613335272,30
3598,0.571223536,30
3599,0.532525472,30
3600,0.497410242,30
3601,0.465930366,30
3602,0.438024191,30
3603,0.413497653,30
3604,0.391990144,30
3605,0.372942723,30
3606,0.355607441,30
3607,0.339153866,30
3608,0.322915294,30
3609,0.306733098,30
3610,0.291193385,30
3611,0.277497446,30
3612,0.2670833,30
3613,0.261386538,30
3614,0.261783145,30
3615,0.269565229,30
3616,0.285919064,30
3617,0.311946739,30
3618,0.348712429,30
3619,0.397159863,30
3620,0.457653374,30
3621,0.529047819,30
3622,0.607790101,30
3623,0.688126299,30
3624,0.763788364,30
3625,0.829934473,30
3626,0.883981391,30
3627,0.925303716,30
3628,0.954523233,30
3629,0.972894606,30
3630,0.981915265,30
3631,0.983113638,30
3632,0.977943436,30
3633,0.967731159,30
3634,0.953645491,30
3635,0.936672256,30
3636,0.917589693,30
3637,0.896949912,30
3638,0.875084328,30
3639,0.852158158,30
3640,0.82828851,30
3641,0.803698081,30
3642,0.778827612,30
3643,0.754361412,30
3644,0.7312025,30
3645,0.7104388,30
3646,0.693307857,30
3647,0.681160675,30
3648,0.675433411,30
3649,0.677630702,30
3650,0.689291849,30
3651,0.711856461,30
3652,0.746298941,30
3653,0.792396561,30
3654,0.847582075,30
3655,0.905913498,30
3656,0.959029023,30
3657,1.00003307,30
3658,1.026775859,30
3659,1.041371423,30
3660,1.047807594,30
3661,1.05015368,30
3662,1.05180099,30
3663,1.055276004,30
3664,1.06225199,30
3665,1.073607406,30
3666,1.089505322,30
3667,1.109507521,30
3668,1.132726228,30
3669,1.157989833,30
3670,1.183989084,30
3671,1.209391453,30
3672,1.232944864,30
3673,1.253596049,30
3674,1.270612398,30
3675,1.283669944,30
3676,1.292884344,30
3677,1.298788405,30
3678,1.302273987,30
3679,1.304515454,30
3680,1.30687875,30
3681,1.310790317,30
3682,1.317479243,30
3683,1.327398391,30
3684,1.33904639,30
3685,1.347431669,30
3686,1.344719116,30
3687,1.325922565,30
3688,1.29331708,30
3689,1.253175753,30
3690,1.211171886,30
3691,1.170804326,30
3692,1.133544632,30
3693,1.099360736,30
3694,1.067229633,30
3695,1.035597106,30
3696,1.002797777,30
3697,0.96743439,30
3698,0.928676397,30
3699,0.886406717,30
3700,0.841172358,30
3701,0.793976982,30
3702,0.746017601,30
3703,0.698460728,30
3704,0.652301718,30
3705,0.608304888,30
3706,0.566999664,30
3707,0.528704286,30
3708,0.493555198,30
3709,0.46152994,30
3710,0.432460426,30
3711,0.406041594,30
3712,0.38184918,30
3713,0.359390002,30
3714,0.338213865,30
3715,0.31810277,30
3716,0.299294014,30
3717,0.282591096,30
3718,0.269234127,30
3719,0.260664319,30
3720,0.258349007,30
3721,0.263597928,30
3722,0.277334341,30
3723,0.299951964,30
3724,0.331395736,30
3725,0.371434061,30
3726,0.419921145,30
3727,0.476808056,30
3728,0.541740741,30
3729,0.613306625,30
3730,0.688403507,30
3731,0.762454716,30
3732,0.830626636,30
3733,0.889204755,30
3734,0.936220179,30
3735,0.971263984,30
3736,0.994960336,30
3737,1.008476128,30
3738,1.013189224,30
3739,1.010496745,30
3740,1.001712597,30
3741,0.988013637,30
3742,0.970410701,30
3743,0.949734434,30
3744,0.926636407,30
3745,0.901614215,30
3746,0.875072672,30
3747,0.847423863,30
3748,0.819199512,30
3749,0.791126278,30
3750,0.764146439,30
3751,0.739401528,30
3752,0.718180875,30
3753,0.701829507,30
3754,0.691636595,30
3755,0.688751024,30
3756,0.694159021,30
3757,0.708713033,30
3758,0.733145458,30
3759,0.767943669,30
3760,0.812893928,30
3761,0.86607124,30
3762,0.922460688,30
3763,0.973879913,30
3764,1.012347705,30
3765,1.034515376,30
3766,1.042250332,30
3767,1.04003427,30
3768,1.032625006,30
3769,1.024052998,30
3770,1.017426339,30
3771,1.014997954,30
3772,1.018249433,30
3773,1.027930552,30
3774,1.044072449,30
3775,1.066016677,30
3776,1.092496272,30
3777,1.121784874,30
3778,1.151912373,30
3779,1.180932166,30
3780,1.207199617,30
3781,1.229593815,30
3782,1.247628164,30
3783,1.261442912,30
3784,1.271709356,30
3785,1.279485532,30
3786,1.286055676,30
3787,1.292766785,30
3788,1.300841963,30
3789,1.311090902,30
3790,1.323344015,30
3791,1.335396928,30
3792,1.341836227,30
3793,1.335227496,30
3794,1.311905999,30
3795,1.275746141,30
3796,1.234237421,30
3797,1.193776,30
3798,1.158247379,30
3799,1.129250304,30
3800,1.106617556,30
3801,1.088931577,30
3802,1.073997203,30
3803,1.059239965,30
3804,1.042039372,30
3805,1.020070468,30
3806,0.991705371,30
3807,0.956383512,30
3808,0.914732922,30
3809,0.868314829,30
3810,0.819120647,30
3811,0.76908852,30
3812,0.719811577,30
3813,0.672443297,30
3814,0.627721151,30
3815,0.586033243,30
3816,0.547486829,30
3817,0.511966734,30
3818,0.479188525,30
3819,0.448759519,30
3820,0.420263829,30
3821,0.393386231,30
3822,0.368078952,30
3823,0.344741128,30
3824,0.324313454,30
3825,0.30817731,30
3826,0.297904016,30
3827,0.294935324,30
3828,0.300154751,30
3829,0.313476843,30
3830,0.333786114,30
3831,0.359363061,30
3832,0.388549163,30
3833,0.420308148,30
3834,0.454535181,30
3835,0.492128292,30
3836,0.534820458,30
3837,0.58463663,30
3838,0.642790343,30
3839,0.708246824,30
3840,0.777061521,30
3841,0.843569143,30
3842,0.902644822,30
3843,0.951160439,30
3844,0.988037834,30
3845,1.013596985,30
3846,1.028886615,30
3847,1.035231023,30
3848,1.033974749,30
3849,1.02635384,30
3850,1.01344064,30
3851,0.996134898,30
3852,0.975191672,30
3853,0.951284935,30
3854,0.925103032,30
3855,0.897454585,30
3856,0.869344112,30
3857,0.841990176,30
3858,0.816777929,30
3859,0.79513073,30
3860,0.778312452,30
3861,0.767237283,30
3862,0.762383585,30
3863,0.763848966,30
3864,0.771511237,30
3865,0.785232943,30
3866,0.805053361,30
3867,0.831307714,30
3868,0.864561324,30
3869,0.905133603,30
3870,0.951909639,30
3871,1.000582971,30
3872,1.043203056,30
3873,1.071716292,30
3874,1.082988821,30
3875,1.079431724,30
3876,1.06601413,30
3877,1.04774965,30
3878,1.028752482,30
3879,1.012160876,30
3880,1.000305894,30
3881,0.994864118,30
3882,0.996919766,30
3883,1.006931956,30
3884,1.024639904,30
3885,1.048981098,30
3886,1.078137322,30
3887,1.10980284,30
3888,1.141642951,30
3889,1.171767647,30
3890,1.199026846,30
3891,1.223046643,30
3892,1.244059726,30
3893,1.262645288,30
3894,1.279474555,30
3895,1.295101798,30
3896,1.309787203,30
3897,1.323296545,30
3898,1.334590177,30
3899,1.341331438,30
3900,1.339422858,30
3901,1.32366548,30
3902,1.29106566,30
3903,1.244540935,30
3904,1.191560004,30
3905,1.139682483,30
3906,1.094302014,30
3907,1.058514739,30
3908,1.033435878,30
3909,1.018483432,30
3910,1.011741353,30
3911,1.010444837,30
3912,1.011447535,30
3913,1.011532379,30
3914,1.007595755,30
3915,0.996890878,30
3916,0.977486375,30
3917,0.948805325,30
3918,0.91181172,30
3919,0.868588693,30
3920,0.821586232,30
3921,0.773005769,30
3922,0.724519677,30
3923,0.677251139,30
3924,0.631874836,30
3925,0.588745677,30
3926,0.548015967,30
3927,0.509731638,30
3928,0.47391184,30
3929,0.44062403,30
3930,0.410074833,30
3931,0.382744965,30
3932,0.359588274,30
3933,0.3422499,30
3934,0.333130647,30
3935,0.335019913,30
3936,0.350046967,30
3937,0.378251491,30
3938,0.416966354,30
3939,0.461770491,30
3940,0.508141164,30
3941,0.552602872,30
3942,0.593142188,30
3943,0.629222525,30
3944,0.661660545,30
3945,0.692443619,30
3946,0.724440361,30
3947,0.760826257,30
3948,0.803996463,30
3949,0.854113046,30
3950,0.90829878,30
3951,0.961590386,30
3952,1.009089004,30
3953,1.047530006,30
3954,1.075532292,30
3955,1.093084662,30
3956,1.100939102,30
3957,1.100181272,30
3958,1.091988893,30
3959,1.07751824,30
3960,1.057866919,30
3961,1.034084166,30
3962,1.007219578,30
3963,0.978412676,30
3964,0.949019879,30
3965,0.920742899,30
3966,0.895671398,30
3967,0.876111718,30
3968,0.864146309,30
3969,0.861111704,30
3970,0.867313938,30
3971,0.882094268,30
3972,0.904112715,30
3973,0.931693903,30
3974,0.963156544,30
3975,0.997078459,30
3976,1.032436472,30
3977,1.068533315,30
3978,1.104559327,30
3979,1.138595282,30
3980,1.166307977,30
3981,1.181105443,30
3982,1.177748011,30
3983,1.15632013,30
3984,1.121547869,30
3985,1.079431596,30
3986,1.03512832,30
3987,0.992508622,30
3988,0.954412578,30
3989,0.923000376,30
3990,0.899998029,30
3991,0.886790629,30
3992,0.884351131,30
3993,0.893016748,30
3994,0.91219048,30
3995,0.940150991,30
3996,0.974202822,30
3997,1.011240794,30
3998,1.048475207,30
3999,1.083887764,30
4000,1.116182941,30
4001,1.144357128,30
4002,1.167190954,30
4003,1.182948058,30
4004,1.189472399,30
4005,1.184709587,30
4006,1.167405005,30
4007,1.137568199,30
4008,1.096492002,30
4009,1.046495886,30
4010,0.990694252,30
4011,0.932856929,30
4012,0.877167655,30
4013,0.827846515,30
4014,0.788916088,30
4015,0.764087488,30
4016,0.756266566,30
4017,0.766459041,30
4018,0.792793866,30
4019,0.830826461,30
4020,0.875162755,30
4021,0.921110929,30
4022,0.965350114,30
4023,1.005649941,30
4024,1.040129709,30
4025,1.066532877,30
4026,1.08201829,30
4027,1.083895533,30
4028,1.070984068,30
4029,1.044370623,30
4030,1.006883344,30
4031,0.961981747,30
4032,0.912960183,30
4033,0.862671036,30
4034,0.813568056,30
4035,0.767880338,30
4036,0.727847321,30
4037,0.696015019,30
4038,0.67556426,30
4039,0.670446827,30
4040,0.684672538,30
4041,0.719902497,30
4042,0.772371389,30
4043,0.833307234,30
4044,0.89380207,30
4045,0.948728082,30
4046,0.996965409,30
4047,1.039799363,30
4048,1.079087298,30
4049,1.115574281,30
4050,1.147669934,30
4051,1.171425697,30
4052,1.182245199,30
4053,1.177402724,30
4054,1.157395259,30
4055,1.12546648,30
4056,1.086364134,30
4057,1.045362071,30
4058,1.007772811,30
4059,0.971024586,100
4060,0.943219818,100
4061,0.925690239,100
4062,0.91936078,100
4063,0.924525433,100
4064,0.940548295,100
4065,0.965673025,100
4066,0.997172653,100
4067,1.031913642,100
4068,1.06708077,100
4069,1.100632771,100
4070,1.131253447,100
4071,1.157920584,100
4072,1.179398064,100
4073,1.193934457,100
4074,1.199360158,100
4075,1.19360857,100
4076,1.17541409,100
4077,1.144776376,100
4078,1.102979361,100
4079,1.052334509,100
4080,0.995949012,100
4081,0.937586213,100
4082,0.881424011,100
4083,0.831677235,100
4084,0.792363736,100
4085,0.767190371,100
4086,0.759059161,100
4087,0.768972377,100
4088,0.795055868,100
4089,0.832862263,100
4090,0.876994977,100
4091,0.922759928,100
4092,0.966834213,100
4093,1.00698563,100
4094,1.04133183,100
4095,1.067614785,100
4096,1.082992007,100
4097,1.084771879,100
4098,1.07177278,100
4099,1.045080464,100
4100,1.007522201,100
4101,0.962556717,100
4102,0.913477657,100
4103,0.863136762,100
4104,0.81398721,100
4105,0.768257576,100
4106,0.728186836,100
4107,0.696320582,100
4108,0.675839267,100
4109,0.670694333,100
4110,0.684895294,100
4111,0.720102976,100
4112,0.772551821,100
4113,0.833469623,100
4114,0.89394822,100
4115,0.948859617,100
4116,0.99708379,100
4117,1.039905906,100
4118,1.079183187,100
4119,1.115660581,100
4120,1.147747604,100
4121,1.1714956,100
4122,1.182308111,100
4123,1.177459345,100
4124,1.157446218,100
4125,1.125512343,100
4126,1.086405411,100
4127,1.04539922,100
4128,1.007806245,100
4129,0.978775701,100
4130,0.963014308,100
4131,0.963949075,100
4132,0.982165508,100
4133,1.014160649,100
4134,1.053213668,100
4135,1.092264887,100
4136,1.126396648,100
4137,1.153495759,100
4138,1.173731761,100
4139,1.188848135,100
4140,1.201636445,100
4141,1.215376068,100
4142,1.232629776,100
4143,1.252989685,100
4144,1.271184391,100
4145,1.27893906,100
4146,1.270324345,100
4147,1.244503326,100
4148,1.203996087,100
4149,1.152311757,100
4150,1.093065332,100
4151,1.029995428,100
4152,0.96693727,100
4153,0.907572038,100
4154,0.8552935,100
4155,0.813329521,100
4156,0.784825311,100
4157,0.772391758,100
4158,0.776873893,100
4159,0.796064262,100
4160,0.82773408,100
4161,0.866091941,100
4162,0.906114789,100
4163,0.943961295,100
4164,0.976539921,100
4165,1.000895217,100
4166,1.014069057,100
4167,1.013790995,100
4168,0.999526486,100
4169,0.972808617,100
4170,0.93652658,100
4171,0.893918544,100
4172,0.847951502,100
4173,0.801157332,100
4174,0.755719805,100
4175,0.713655116,100
4176,0.677039321,100
4177,0.648295407,100
4178,0.630522674,100
4179,0.62766263,100
4180,0.64385674,100
4181,0.681087075,100
4182,0.735945092,100
4183,0.799746702,100
4184,0.863372074,100
4185,0.92142204,100
4186,0.972594604,100
4187,1.01808286,100
4188,1.059700121,100
4189,1.098164944,100
4190,1.131871782,100
4191,1.156888121,100
4192,1.16868781,100
4193,1.16465443,100
4194,1.145383978,100
4195,1.114175126,100
4196,1.075788438,100
4197,1.035486907,100
4198,0.998565603,100
4199,0.970160864,100
4200,0.954978193,100
4201,0.956459148,100
4202,0.975215883,100
4203,1.007767751,100
4204,1.04739468,100
4205,1.087018148,100
4206,1.121698042,100
4207,1.149306026,100
4208,1.170005022,100
4209,1.185537509,100
4210,1.198696714,100
4211,1.212764215,100
4212,1.230303809,100
4213,1.250906271,100
4214,1.269298379,100
4215,1.277209531,100
4216,1.268722876,100
4217,1.243014841,100
4218,1.202613761,100
4219,1.151032155,100
4220,1.091885584,100
4221,1.0289118,100
4222,0.965944621,100
4223,0.906663915,100
4224,0.854462561,100
4225,0.812568024,100
4226,0.784125643,100
4227,0.7717471,100
4228,0.776278915,100
4229,0.795515304,100
4230,0.82429999,100
4231,0.856106213,100
4232,0.884390902,100
4233,0.902981843,100
4234,0.906981228,100
4235,0.894897525,100
4236,0.869338672,100
4237,0.834943661,100
4238,0.796069968,100
4239,0.755834331,100
4240,0.716060648,100
4241,0.677481574,100
4242,0.63999506,100
4243,0.603095119,100
4244,0.56656514,100
4245,0.531064071,100
4246,0.498085083,100
4247,0.469549254,100
4248,0.44770613,100
4249,0.435471365,100
4250,0.436869497,100
4251,0.456829284,100
4252,0.499035297,100
4253,0.561929097,100
4254,0.637349432,100
4255,0.71504558,100
4256,0.787918931,100
4257,0.853308871,100
4258,0.911601997,100
4259,0.964297139,100
4260,1.012316545,100
4261,1.054916554,100
4262,1.089400816,100
4263,1.11244105,100
4264,1.122082136,100
4265,1.119065139,100
4266,1.106800341,100
4267,1.09045493,100
4268,1.075856542,100
4269,1.068460237,100
4270,1.072219942,100
4271,1.088302982,100
4272,1.1143202,100
4273,1.145140338,100
4274,1.175117261,100
4275,1.2000922,100
4276,1.218085003,100
4277,1.228998516,100
4278,1.234079429,100
4279,1.235535951,100
4280,1.236334787,100
4281,1.239915161,100
4282,1.249276688,100
4283,1.264983444,100
4284,1.282969587,100
4285,1.295043088,100
4286,1.293411971,100
4287,1.274757141,100
4288,1.239991362,100
4289,1.192071254,100
4290,1.134718704,100
4291,1.072103561,100
4292,1.008594629,100
4293,0.94836264,100
4294,0.895183128,100
4295,0.85254843,100
4296,0.823735406,100
4297,0.811304601,100
4298,0.815848969,100
4299,0.834837304,100
4300,0.862953032,100
4301,0.893771015,100
4302,0.920984509,100
4303,0.938581031,100
4304,0.941602726,100
4305,0.928355908,100
4306,0.901332548,100
4307,0.865214615,100
4308,0.824471197,100
4309,0.782320203,100
4310,0.740652319,100
4311,0.700235576,100
4312,0.66098199,100
4313,0.622390306,100
4314,0.584251266,100
4315,0.547239526,100
4316,0.512867806,100
4317,0.48307375,100
4318,0.460119318,100
4319,0.446930126,100
4320,0.447535375,100
4321,0.466847659,100
4322,0.508489647,100
4323,0.57080411,100
4324,0.645566298,100
4325,0.72254047,100
4326,0.794680508,100
4327,0.859369998,100
4328,0.91702103,100
4329,0.96914548,100
4330,1.016672518,100
4331,1.059009412,100
4332,1.094440353,100
4333,1.121823378,100
4334,1.142393006,100
4335,1.159916392,100
4336,1.178555817,100
4337,1.200180339,100
4338,1.223542883,100
4339,1.245637789,100
4340,1.263569891,100
4341,1.275523263,100
4342,1.28076239,100
4343,1.279226367,100
4344,1.271159765,100
4345,1.256971959,100
4346,1.237298398,100
4347,1.213092043,100
4348,1.185643791,100
4349,1.156591677,100
4350,1.128005428,100
4351,1.102556665,100
4352,1.083630701,100
4353,1.074979178,100
4354,1.079515386,100
4355,1.097639272,100
4356,1.12605626,100
4357,1.157729337,100
4358,1.183622762,100
4359,1.19583199,100
4360,1.190016846,100
4361,1.1660585,100
4362,1.127398485,100
4363,1.079612524,100
4364,1.028663196,100
4365,0.979690368,100
4366,0.936577184,100
4367,0.901813344,100
4368,0.876208264,100
4369,0.858504719,100
4370,0.845362704,100
4371,0.832109424,100
4372,0.814247043,100
4373,0.789216645,100
4374,0.75724798,100
4375,0.720555502,100
4376,0.681852081,100
4377,0.643409708,100
4378,0.606806208,100
4379,0.572974481,100
4380,0.542276336,100
4381,0.514512077,100
4382,0.488923289,100
4383,0.464384579,100
4384,0.439961604,100
4385,0.415578683,100
4386,0.3921725,100
4387,0.371297695,100
4388,0.354843299,100
4389,0.345208745,100
4390,0.345776744,100
4391,0.36119755,100
4392,0.396404708,100
4393,0.453310603,100
4394,0.5273833,100
4395,0.609212433,100
4396,0.69004507,100
4397,0.765070491,100
4398,0.832981633,100
4399,0.893998954,100
4400,0.94798718,100
4401,0.993618024,100
4402,1.029136147,100
4403,1.054220657,100
4404,1.071445675,100
4405,1.085965468,100
4406,1.103205542,100
4407,1.126033497,100
4408,1.1535354,100
4409,1.182178044,100
4410,1.208051086,100
4411,1.228366197,100
4412,1.241716776,100
4413,1.247670129,100
4414,1.246304837,100
4415,1.23798557,100
4416,1.223371929,100
4417,1.203479311,100
4418,1.179679315,100
4419,1.153696125,100
4420,1.127684124,100
4421,1.104393947,100
4422,1.087278191,100
4423,1.080130911,100
4424,1.085861008,100
4425,1.104785093,100
4426,1.133419698,100
4427,1.164506747,100
4428,1.188972698,100
4429,1.199185486,100
4430,1.19124516,100
4431,1.165401625,100
4432,1.125208967,100
4433,1.075848465,100
4434,1.022239162,100
4435,0.967756389,100
4436,0.913875032,100
4437,0.860689498,100
4438,0.80795404,100
4439,0.755881811,100
4440,0.705223157,100
4441,0.656917241,100
4442,0.611799388,100
4443,0.570512589,100
4444,0.533551648,100
4445,0.501355276,100
4446,0.474398474,100
4447,0.453258935,100
4448,0.43863877,100
4449,0.431314589,100
4450,0.431964248,100
4451,0.440808116,100
4452,0.457064306,100
4453,0.478401562,100
4454,0.500806965,100
4455,0.519283097,100
4456,0.529392626,100
4457,0.529098163,100
4458,0.519664286,100
4459,0.504704805,100
4460,0.488498818,100
4461,0.475195755,100
4462,0.468972111,100
4463,0.474302866,100
4464,0.495393481,100
4465,0.534281363,100
4466,0.588838138,100
4467,0.653243253,100
4468,0.720952531,100
4469,0.787198928,100
4470,0.849508384,100
4471,0.907067207,100
4472,0.959932934,100
4473,1.008296404,100
4474,1.051780918,100
4475,1.089210933,100
4476,1.119161463,100
4477,1.14071646,100
4478,1.153780985,100
4479,1.158948202,100
4480,1.157212902,100
4481,1.149708919,100
4482,1.137506839,100
4483,1.121464546,100
4484,1.102151707,100
4485,1.079904953,100
4486,1.055017426,100
4487,1.027943434,100
4488,0.999404932,100
4489,0.970430852,100
4490,0.942427857,100
4491,0.91733873,100
4492,0.897841637,100
4493,0.857226352,10
4494,0.825593199,10
4495,0.803509797,10
4496,0.791571624,10
4497,0.790320757,10
4498,0.800006877,10
4499,0.820244127,10
4500,0.84971824,10
4501,0.886139381,10
4502,0.926547697,10
4503,0.967858536,10
4504,1.01226509,10
4505,1.05498094,10
4506,1.093975731,10
4507,1.128948695,10
4508,1.160395699,10
4509,1.188842107,10
4510,1.214131296,10
4511,1.234785056,10
4512,1.247787676,10
4513,1.24938677,10
4514,1.236904471,10
4515,1.208278162,10
4516,1.165370942,10
4517,1.112158323,10
4518,1.052692124,10
4519,0.990190601,10
4520,0.926982651,10
4521,0.864787293,10
4522,0.805036257,10
4523,0.749120304,10
4524,0.698544676,10
4525,0.65505706,10
4526,0.621213261,10
4527,0.60056422,10
4528,0.597613052,10
4529,0.616671334,10
4530,0.658899876,10
4531,0.719258203,10
4532,0.787499916,10
4533,0.853238067,10
4534,0.909839275,10
4535,0.954803189,10
4536,0.98845571,10
4537,1.01279846,10
4538,1.030902771,10
4539,1.04664465,10
4540,1.064341299,10
4541,1.087685457,10
4542,1.117628574,10
4543,1.150132315,10
4544,1.176793653,10
4545,1.190146239,10
4546,1.188306434,10
4547,1.174053621,10
4548,1.151496764,10
4549,1.123869638,10
4550,1.092693958,10
4551,1.057709618,10
4552,1.017509832,10
4553,0.971077278,10
4554,0.919517407,10
4555,0.866191199,10
4556,0.815089895,10
4557,0.769513122,10
4558,0.731854178,10
4559,0.703838591,10
4560,0.686783902,10
4561,0.681883993,10
4562,0.690549329,10
4563,0.714436365,10
4564,0.754249225,10
4565,0.80723819,10
4566,0.866475531,10
4567,0.924163716,10
4568,0.975205519,10
4569,1.01787612,10
4570,1.052778049,10
4571,1.08172353,10
4572,1.107027239,10
4573,1.1311109,10
4574,1.156102569,10
4575,1.182859007,10
4576,1.209045996,10
4577,1.228060145,10
4578,1.232334704,10
4579,1.218800142,10
4580,1.18971378,10
4581,1.149528175,10
4582,1.102317993,10
4583,1.050903566,10
4584,0.996901222,10
4585,0.941123971,10
4586,0.884196488,10
4587,0.827284377,10
4588,0.772460601,10
4589,0.722365406,10
4590,0.679736156,10
4591,0.647377373,10
4592,0.6283557,10
4593,0.625938981,10
4594,0.642869635,10
4595,0.679819656,10
4596,0.733658926,10
4597,0.797158075,10
4598,0.861298057,10
4599,0.918796067,10
4600,0.966008437,10
4601,1.002551173,10
4602,1.030118871,10
4603,1.05158374,10
4604,1.070467937,10
4605,1.090463358,10
4606,1.114573583,10
4607,1.143505293,10
4608,1.173617154,10
4609,1.19691404,10
4610,1.205839151,10
4611,1.198395168,10
4612,1.177533625,10
4613,1.147619346,10
4614,1.112113624,10
4615,1.072847844,10
4616,1.0301363,10
4617,0.983434057,10
4618,0.932511437,10
4619,0.878659813,10
4620,0.824824442,10
4621,0.774498964,10
4622,0.730761915,10
4623,0.696132889,10
4624,0.672770468,10
4625,0.662613441,10
4626,0.667398345,10
4627,0.688490554,10
4628,0.726179839,10
4629,0.778128234,10
4630,0.838221355,10
4631,0.898378767,10
4632,0.952277792,10
4633,0.997119605,10
4634,1.033010212,10
4635,1.061754903,10
4636,1.085974628,10
4637,1.108556886,10
4638,1.132180933,10
4639,1.158508217,10
4640,1.186571475,10
4641,1.211049199,10
4642,1.223786139,10
4643,1.219464692,10
4644,1.198668205,10
4645,1.165473734,10
4646,1.124208952,10
4647,1.077978263,10
4648,1.02848379,10
4649,0.976398396,10
4650,0.922026592,10
4651,0.866150935,10
4652,0.81064397,10
4653,0.75825809,10
4654,0.711914143,10
4655,0.674377298,10
4656,0.648385447,10
4657,0.636769443,10
4658,0.642219168,10
4659,0.666496998,10
4660,0.709092453,10
4661,0.765883066,10
4662,0.829261909,10
4663,0.890765163,10
4664,0.944375197,10
4665,0.987713187,10
4666,1.021243412,10
4667,1.047115307,10
4668,1.068376962,10
4669,1.088468167,10
4670,1.110654216,10
4671,1.136991343,10
4672,1.166522563,10
4673,1.193616515,10
4674,1.209783122,10
4675,1.209552193,10
4676,1.193466037,10
4677,1.16554939,10
4678,1.130018804,10
4679,1.089757103,10
4680,1.04607048,10
4681,0.999066983,10
4682,0.948481732,10
4683,0.894810826,10
4684,0.840077715,10
4685,0.787429952,10
4686,0.740093114,10
4687,0.700864838,10
4688,0.672204807,10
4689,0.656405705,10
4690,0.655591238,10
4691,0.671471608,10
4692,0.704697433,10
4693,0.753590878,10
4694,0.812882122,10
4695,0.874578181,10
4696,0.931384909,10
4697,0.979310322,10
4698,1.017654982,10
4699,1.047844778,10
4700,1.072420456,10
4701,1.094401388,10
4702,1.116799072,10
4703,1.141926869,10
4704,1.170046193,10
4705,1.197429137,10
4706,1.216309014,10
4707,1.219592432,10
4708,1.205764173,10
4709,1.178070952,10
4710,1.140998738,10
4711,1.098106211,10
4712,1.051469734,10
4713,1.00190956,10
4714,0.949594515,10
4715,0.894920871,10
4716,0.839348574,10
4717,0.785495722,10
4718,0.73640396,10
4719,0.694935863,10
4720,0.663760379,10
4721,0.645529494,10
4722,0.642851578,10
4723,0.657867589,10
4724,0.691316124,10
4725,0.741167431,10
4726,0.801676562,10
4727,0.864553322,10
4728,0.92230228,10
4729,0.970754992,10
4730,1.009109036,10
4731,1.038782482,10
4732,1.062408053,10
4733,1.083206319,10
4734,1.10449128,10
4735,1.128941979,10
4736,1.157219537,10
4737,1.185989923,10
4738,1.207592367,10
4739,1.214453672,10
4740,1.204385534,10
4741,1.180285818,10
4742,1.146608016,10
4743,1.106977365,10
4744,1.063478498,10
4745,1.016806886,10
4746,0.966877896,10
4747,0.913802579,10
4748,0.858882527,10
4749,0.804794655,10
4750,0.754755438,10
4751,0.711735338,10
4752,0.678351952,10
4753,0.65705303,10
4754,0.65018191,10
4755,0.659780916,10
4756,0.687029407,10
4757,0.731145731,10
4758,0.788017494,10
4759,0.850196108,10
4760,0.909665707,10
4761,0.96110747,10
4762,1.002748812,10
4763,1.035401696,10
4764,1.061330487,10
4765,1.083501653,10
4766,1.105076759,10
4767,1.128829384,10
4768,1.156058905,10
4769,1.184734518,10
4770,1.208276509,10
4771,1.218525747,10
4772,1.211600913,10
4773,1.189339496,10
4774,1.156114662,10
4775,1.115950011,10
4776,1.071445864,10
4777,1.023778492,10
4778,0.973186973,10
4779,0.919792925,10
4780,0.864562888,10
4781,0.809768839,10
4782,0.758451184,10
4783,0.71360503,10
4784,0.677943518,10
4785,0.654058776,10
4786,0.644515356,10
4787,0.651639195,10
4788,0.67687869,10
4789,0.719653854,10
4790,0.776024649,10
4791,0.838622237,10
4792,0.899202944,10
4793,0.951984029,10
4794,0.994781172,10
4795,1.028166912,10
4796,1.054314255,10
4797,1.076210986,10
4798,1.097142906,10
4799,1.120125378,10
4800,1.146873465,10
4801,1.176000188,10
4802,1.201503223,10
4803,1.21500348,10
4804,1.211662247,10
4805,1.192576139,10
4806,1.161946369,10
4807,1.12393381,10
4808,1.081325312,10
4809,1.035403979,10
4810,0.986379828,10
4811,0.934203069,10
4812,0.879600366,10
4813,0.824695254,10
4814,0.772559397,10
4815,0.726290309,10
4816,0.688638434,10
4817,0.662134888,10
4818,0.649230391,10
4819,0.652196431,10
4820,0.672684984,10
4821,0.710807385,10
4822,0.763765613,10
4823,0.825123728,10
4824,0.886597021,10
4825,0.941570578,10
4826,0.986971802,10
4827,1.022776483,10
4828,1.050814936,10
4829,1.073874705,10
4830,1.095135144,10
4831,1.032082853,30
